=== Session 2026-05-30 12:21:21 | loaded: C:\torcs\torcs\torcs-ibm-dev\gym_torcs\new\models\episodes\ep_000000 | next: ep_000001 ===
Ep ep_000001 | Time 0:05.61 | Steps   312 | Reward   10694.3 | Avg(10)   10694.3 | Dist     10m (  0.3%) | Buf   0.1% | Total     312 | End: off_track
Ep ep_000145.8 | Time 0:07.59 | Steps   402 | Reward   15799.7 | Avg(10)   84212.3 | Dist     10m (  0.3%) | Buf   4.2% | Total  469944 | End: off_track
Ep ep_000146.8 | Time 0:07.07 | Steps   378 | Reward   14621.7 | Avg(10)   74473.5 | Dist     10m (  0.3%) | Buf   4.2% | Total  470322 | End: off_track
Ep ep_000147.8 | Time 1:23.81 | Steps  4048 | Reward  197950.7 | Avg(10)   86889.6 | Dist   1984m ( 62.0%) | Buf   5.0% | Total  474370 | End: off_track
  [ai-swap] loaded models/episodes/ep_000132.4 | new branch=9 | next=ep_000133.9
Ep ep_000133.9 | Time 0:25.16 | Steps  1237 | Reward   57134.9 | Avg(10)   57134.9 | Dist    113m (  3.5%) | Buf   0.2% | Total  475607 | End: off_track
Ep ep_000134.9 | Time 1:13.62 | Steps  3585 | Reward  175046.0 | Avg(10)  116090.4 | Dist   1387m ( 43.3%) | Buf   1.0% | Total  479192 | End: off_track
Ep ep_000135.9 | Time 0:24.35 | Steps  1200 | Reward   55719.6 | Avg(10)   95966.8 | Dist    123m (  3.9%) | Buf   1.2% | Total  480392 | End: off_track
Ep ep_000136.9 | Time 0:23.25 | Steps  1150 | Reward   53255.0 | Avg(10)   85288.9 | Dist    119m (  3.7%) | Buf   1.4% | Total  481542 | End: off_track
Ep ep_000137.9 | Time 1:02.31 | Steps  3063 | Reward  146831.7 | Avg(10)   97597.4 | Dist   1129m ( 35.3%) | Buf   2.0% | Total  484605 | End: off_track
Ep ep_000138.9 | Time 1:24.64 | Steps  4086 | Reward  200122.8 | Avg(10)  114685.0 | Dist   1952m ( 61.0%) | Buf   2.9% | Total  488691 | End: off_track
Ep ep_000139.9 | Time 1:28.38 | Steps  4256 | Reward  208163.8 | Avg(10)  128039.1 | Dist   1855m ( 58.0%) | Buf   3.7% | Total  492947 | End: off_track
Ep ep_000140.9 | Time 1:30.89 | Steps  4370 | Reward  213981.1 | Avg(10)  138781.9 | Dist   1969m ( 61.5%) | Buf   4.6% | Total  497317 | End: off_track
Ep ep_000141.9 | Time 1:36.61 | Steps  4630 | Reward  224166.9 | Avg(10)  148269.1 | Dist   2076m ( 64.9%) | Buf   5.5% | Total  501947 | End: off_track
Ep ep_000142.9 | Time 1:45.37 | Steps  5028 | Reward  242632.5 | Avg(10)  157705.4 | Dist   2068m ( 64.6%) | Buf   6.5% | Total  506975 | End: off_track
Ep ep_000143.9 | Time 1:36.48 | Steps  4624 | Reward  223114.8 | Avg(10)  174303.4 | Dist   2087m ( 65.2%) | Buf   7.4% | Total  511599 | End: too_slow
Ep ep_000144.9 | Time 0:32.79 | Steps  1587 | Reward   75061.0 | Avg(10)  164304.9 | Dist    388m ( 12.1%) | Buf   7.8% | Total  513186 | End: off_track
Ep ep_000145.9 | Time 1:33.60 | Steps  4493 | Reward  219889.2 | Avg(10)  180721.9 | Dist   2079m ( 65.0%) | Buf   8.7% | Total  517679 | End: off_track
Ep ep_000146.9 | Time 1:06.03 | Steps  3240 | Reward  157753.6 | Avg(10)  191171.7 | Dist   1360m ( 42.5%) | Buf   9.3% | Total  520919 | End: off_track
Ep ep_000147.9 | Time 1:29.70 | Steps  4316 | Reward  211100.1 | Avg(10)  197598.6 | Dist   2082m ( 65.1%) | Buf  10.2% | Total  525235 | End: off_track
Ep ep_000148.9 | Time 1:01.07 | Steps  3001 | Reward  145737.0 | Avg(10)  192160.0 | Dist   1269m ( 39.7%) | Buf  10.8% | Total  528236 | End: off_track
Ep ep_000149.9 | Time 1:30.34 | Steps  4345 | Reward  211144.4 | Avg(10)  192458.1 | Dist   2081m ( 65.0%) | Buf  11.6% | Total  532581 | End: off_track
Ep ep_000150.9 | Time 1:27.79 | Steps  4229 | Reward  206091.1 | Avg(10)  191669.1 | Dist   2087m ( 65.2%) | Buf  12.5% | Total  536810 | End: off_track
Ep ep_000151.9 | Time 1:30.47 | Steps  4351 | Reward  211779.9 | Avg(10)  190430.4 | Dist   2086m ( 65.2%) | Buf  13.4% | Total  541161 | End: off_track
Ep ep_000152.9 | Time 1:30.63 | Steps  4358 | Reward  212543.1 | Avg(10)  187421.4 | Dist   2085m ( 65.2%) | Buf  14.2% | Total  545519 | End: off_track
Ep ep_000153.9 | Time 0:19.62 | Steps   985 | Reward   45026.6 | Avg(10)  169612.6 | Dist     69m (  2.2%) | Buf  14.4% | Total  546504 | End: off_track
Ep ep_000154.9 | Time 0:18.98 | Steps   956 | Reward   43594.7 | Avg(10)  166466.0 | Dist     67m (  2.1%) | Buf  14.6% | Total  547460 | End: off_track
Ep ep_000155.9 | Time 0:18.92 | Steps   953 | Reward   43463.1 | Avg(10)  148823.4 | Dist     67m (  2.1%) | Buf  14.8% | Total  548413 | End: off_track
Ep ep_000156.9 | Time 0:18.92 | Steps   953 | Reward   43464.5 | Avg(10)  137394.4 | Dist     72m (  2.2%) | Buf  15.0% | Total  549366 | End: off_track
Ep ep_000157.9 | Time 0:19.18 | Steps   965 | Reward   44093.5 | Avg(10)  120693.8 | Dist     68m (  2.1%) | Buf  15.2% | Total  550331 | End: off_track
Ep ep_000158.9 | Time 0:18.67 | Steps   942 | Reward   42940.7 | Avg(10)  110414.2 | Dist     70m (  2.2%) | Buf  15.4% | Total  551273 | End: off_track
Ep ep_000159.9 | Time 0:18.89 | Steps   952 | Reward   43457.9 | Avg(10)   93645.5 | Dist     67m (  2.1%) | Buf  15.6% | Total  552225 | End: off_track
Ep ep_000160.9 | Time 0:19.16 | Steps   964 | Reward   44074.0 | Avg(10)   77443.8 | Dist     69m (  2.2%) | Buf  15.8% | Total  553189 | End: off_track
Ep ep_000161.9 | Time 0:19.18 | Steps   965 | Reward   44139.9 | Avg(10)   60679.8 | Dist     63m (  2.0%) | Buf  16.0% | Total  554154 | End: off_track
Ep ep_000162.9 | Time 0:19.71 | Steps   989 | Reward   45264.8 | Avg(10)   43952.0 | Dist     66m (  2.1%) | Buf  16.2% | Total  555143 | End: off_track
